REPORTING_PERIOD_START,REPORTING_PERIOD_END,GROUP_TYPE,ORG_CODE1,ORG_NAME1,ORG_CODE2,ORG_NAME2,MEASURE_ID,MEASURE_NAME,MEASURE_VALUE_SUPPRESSED
01/08/2022,31/08/2022,Provider,all,all CCGs,R1C,SOLENT NHS TRUST,M345,Count_MaternityServiceReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1C,SOLENT NHS TRUST,M346,Count_CommunitySignpostingAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M001,Count_ReferralsReceived,305
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M002,Count_SelfReferrals,275
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M003,Count_GPReferrals,5
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M004,Count_HealthVisitorReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M005,Count_OtherPrimaryCareReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M006,Count_CarerReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M007,Count_LAReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M008,Count_EmployerReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M009,Count_JusticeSystemReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M010,Count_ChildHealthReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M011,Count_IndependentVoluntaryReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M012,Count_SecondaryCareReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M013,Count_OtherMHReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M014,Count_InternalReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M017,Count_OtherReferrals,15
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M018,Count_IAPTReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M019,Count_OpenReferralNoActivity60days,675
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M020,Count_OpenReferralNoActivity61to90days,95
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M021,Count_OpenReferralNoActivity91to120days,40
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M022,Count_OpenReferralNoActivityOver120days,45
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M023,Count_FirstAssessment,220
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M024,Count_FirstAssessment28days,190
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M025,Count_FirstAssessment29to56days,30
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M026,Count_FirstAssessment57to90days,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M027,Count_FirstAssessmentOver90days,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M028,Count_EndedBeforeAssessment,65
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M029,Count_WaitingForAssessment,255
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M030,Count_WaitingForAssessmentOver90days,10
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M031,Count_FirstTreatment,220
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M032,Count_FirstTreatment28days,190
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M033,Count_FirstTreatment29to56days,30
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M034,Count_FirstTreatment57to90days,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M035,Count_FirstTreatmentOver90days,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M036,Count_FirstTreatment6Weeks,215
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M037,Count_FirstTreatment18Weeks,220
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M038,Count_WaitingForTreatment,240
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M039,Count_WaitingForTreatment0to2weeks,120
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M040,Count_WaitingForTreatment0to4weeks,210
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M041,Count_WaitingForTreatment0to6weeks,225
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M042,Count_WaitingForTreatment0to12weeks,240
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M043,Count_WaitingForTreatment0to18weeks,240
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M044,Count_WaitingForTreatmentOver18weeks,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M045,Count_WaitingForTreatmentOver90days,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M046,Count_FirstToSecondTreatmentOver28days,55
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M047,Count_FirstToSecondTreatmentOver90days,15
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M048,Mean_WaitEnteredTreatment,20.3
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M049,Median_WaitEnteredTreatment,20
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M050,Mean_WaitFinishedCourseTreatment,34.1
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M051,Median_WaitFinishedCourseTreatment,31
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M052,Count_FirstTreatment6WeeksFinishedCourseTreatment,95
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M053,Percentage_FirstTreatment6WeeksFinishedCourseTreatment,66
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M054,Count_FirstTreatment18WeeksFinishedCourseTreatment,140
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M055,Percentage_FirstTreatment18WeeksFinishedCourseTreatment,99
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M056,Count_EndedReferrals,270
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M057,Count_EndedNotSuitable,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M058,Count_EndedSignposted,30
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M059,Count_EndedMutualAgreement,25
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M060,Count_EndedReferredElsewhere,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M061,Count_EndedDeclined,15
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M062,Count_EndedDeceasedAssessedOnly,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M063,Count_EndedUnknownAssessedOnly,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M066,Count_EndedCompleted,90
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M069,Count_EndedDeceasedTreated,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M070,Count_EndedUnknownTreated,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M071,Count_EndedInvalid,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M072,Count_EndedNoReasonRecorded,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M073,Count_EndedNotSeen,60
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M074,Count_EndedSeenNotTreated,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M075,Count_EndedTreatedOnce,65
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M076,Count_FinishedCourseTreatment,140
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M082,Count_Appointments,1760
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M083,Count_ApptsCancelledPatient,230
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M084,Count_ApptsDNA,170
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M085,Count_ApptsCancelledProvider,140
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M086,Count_ApptsAttended,1205
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M087,Count_ApptsAttendedLate,20
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M088,Count_ApptsLateNotSeen,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M089,Count_ApptsFinishedCourseTreatment,1090
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M090,Count_GuideSelfHelpBookAppts,435
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M091,Count_NonGuideSelfHelpBookAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M092,Count_GuideSelfHelpCompAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M093,Count_NonGuideSelfHelpCompAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M095,Count_StructPhysActAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M097,Count_PsychoEducPeerSuppAppts,15
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M098,Count_OtherLIAppts,20
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M099,Count_EmploySuppAppts,45
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M100,Count_AppRelaxAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M1001,Count_FacetoFaceAppts,245
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M1002,Count_TelephoneAppts,575
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M1004,Count_TalktypeAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M1005,Count_EmailAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M1006,Count_SMSAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M1007,Count_InstantMessagingAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M1008,Count_ConsMediumOtherAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M1009,Count_ConsMediumUnknownAppts,390
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M1010,Percentage_Deterioration,4
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M1014,Count_ApptsStaffQualified,860
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M1015,Count_ApptsStaffInTraining,195
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M1016,Count_ApptsStaffNotQualifiedOrInTraining,75
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M1017,Count_ApptsMissingQualificationsAndTraining,90
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M1018,Count_ConsMediumVideoConsultAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M1019,Count_ConsMediumMessageBoardAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M102,Count_CoupleTherapyDepAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M1020,Count_ConsMediumChatRoomAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M103,Count_CollabCareAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M104,Count_CounselDepAppts,25
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M105,Count_BPDAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M106,Count_EyeMoveDesenReproAppts,35
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M107,Count_MindfulAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M108,Count_OtherHIAppts,110
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M110,Count_CBTAppts,545
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M111,Count_IPTAppts,25
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M112,Mean_HISessions,9.9
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M113,Mean_CBTSessions,8.8
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M114,Mean_BPDSessions,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M115,Mean_CounsellingSessions,11.7
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M116,Mean_IPTSession,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M117,Mean_CouplesSessions,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M119,Mean_OtherHISessions,7.3
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M120,Mean_LiSessions,3.6
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M141,Mean_ApptsFinishedCourseTreatment,7.7
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M142,Median_ApptsFinishedCourseTreatment,5
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M143,Max_ApptsFinishedCourseTreatment,28
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M144,Min_ApptsFinishedCourseTreatment,2
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M153,Count_EndedBeforeTreatment,60
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M179,Count_NotAtCaseness,5
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M180,Percentage_NotAtCaseness,4
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M184,Count_SecondTreatment,130
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M185,Count_Improvement,85
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M186,Percentage_Improvement,61
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M187,Count_NoReliableChange,50
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M189,Count_Deterioration,5
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M191,Count_Recovery,60
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M192,Percentage_Recovery,44
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M193,Count_ReliableRecovery,55
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M195,Percentage_ReliableRecovery,41
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M196,Count_FirstADSMOrGADOnly,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M197,Count_NoADSMOrGAD,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M198,Count_PairedADSMOrGAD,140
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M199,Count_FirstPHQOnly,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M200,Count_NoPHQ,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M201,Count_PairedPHQ,140
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M202,Count_PairedPHQAndADSMOrGAD,140
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M203,Count_ADSMFinishedTreatment,35
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M204,Count_AppropriatePairedADSM,5
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M205,Percentage_AppropriatePairedADSM,21
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M212,Count_WSASWPairedScores,115
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M213,Mean_FirstWSASW,3.8
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M214,Median_FirstWSASW,4
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M215,Mean_LastWSASW,3
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M216,Median_LastWSASW,2
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M217,Count_WSASHMPairedScores,140
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M218,Mean_FirstWSASHM,3.4
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M219,Median_FirstWSASHM,3
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M220,Mean_LastWSASHM,2.7
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M221,Median_LastWSASHM,2
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M222,Count_WSASSLAPairedScores,140
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M223,Mean_FirstWSASSLA,4.2
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M224,Median_FirstWSASSLA,4
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M225,Mean_LastWSASSLA,3.2
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M226,Median_LastWSASSLA,3
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M227,Count_WSASPLAPairedScores,140
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M228,Mean_FirstWSASPLA,3.2
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M229,Median_FirstWSASPLA,3
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M230,Mean_LastWSASPLA,2.4
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M231,Median_LastWSASPLA,2
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M232,Count_WSASRPairedScores,140
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M233,Mean_FirstWSASR,3.3
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M234,Median_FirstWSASR,3
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M235,Mean_LastWSASR,2.8
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M236,Median_LastWSASR,2
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M271,Count_FirstIntegratedContact,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M272,Count_FirstIntegratedTreatment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M273,Count_FinishedIntegratedReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M274,Count_FinishedIntegratedReferralsCoreOnly,140
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M275,Count_IntegratedReferralsAtCaseness,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M276,Count_IntegratedReferralsNotAtCaseness,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M277,Count_IntegratedReferralsRecovered,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M278,Percentage_IntegratedReferralsRecovered,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M283,Count_IntegratedReferralsCoreOnlyAtCaseness,135
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M284,Count_IntegratedReferralsCoreOnlyNotAtCaseness,5
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M285,Count_IntegratedReferralsCoreOnlyRecovered,60
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M286,Percentage_IntegratedReferralsCoreOnlyRecovered,44
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M287,Count_MHDropInReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M340,Count_EndedIncompleteAssessment,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M341,Count_EndedBeforePatientRequested,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M342,Count_EndedNotAssessed,10
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M343,Count_InternetEnabledTherapySessions,75
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M344,Count_EndedBeforeCareProfessionalPlanned,95
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M345,Count_MaternityServiceReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1F,ISLE OF WIGHT NHS TRUST,M346,Count_CommunitySignpostingAppts,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,M001,Count_ReferralsReceived,2130
01/08/2022,31/08/2022,Provider,all,all CCGs,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,M002,Count_SelfReferrals,1415
01/08/2022,31/08/2022,Provider,all,all CCGs,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,M003,Count_GPReferrals,250
01/08/2022,31/08/2022,Provider,all,all CCGs,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,M004,Count_HealthVisitorReferrals,*
01/08/2022,31/08/2022,Provider,all,all CCGs,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,M005,Count_OtherPrimaryCareReferrals,125
01/08/2022,31/08/2022,Provider,all,all CCGs,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,M006,Count_CarerReferrals,*
